Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2,10215,3,0,730000.0,4,155,736301,13.5,32,3.0,2.0,1.0,0.0,145.0,1965.0,21,-37.7203,144.8755,6,3464.0
2,10215,3,0,770000.0,3,155,736392,13.5,32,3.0,2.0,1.0,0.0,145.0,1965.0,21,-37.7203,144.8755,6,3464.0
2,5661,2,0,603000.0,1,155,736392,13.5,32,2.0,1.0,1.0,272.0,84.0,1950.0,21,-37.7294,144.888,6,3464.0
2,895,3,1,700000.0,1,28,736392,13.5,32,3.0,2.0,2.0,239.0,134.0,2009.0,21,-37.7218,144.8837,6,3464.0
2,650,3,0,600000.0,1,133,736392,13.5,32,2.0,1.0,1.0,290.0,116.0,1980.0,21,-37.7273,144.8744,6,3464.0
2,4761,2,2,500000.0,4,16,736392,13.5,32,2.0,1.0,1.0,168.0,86.0,2011.0,21,-37.7215,144.8864,6,3464.0
2,10502,3,0,720000.0,1,16,736182,13.5,32,2.0,1.0,1.0,620.0,106.5,2000.6666666666667,21,-37.7173,144.8872,6,3464.0
2,8072,4,0,785000.0,1,53,736182,13.5,32,3.0,1.0,2.0,597.0,127.0,1990.3333333333333,21,-37.7259,144.8792,6,3464.0
2,1504,6,0,725000.0,3,16,736091,13.5,32,6.0,3.0,2.0,976.0,186.0,1980.0,21,-37.7239,144.8735,6,3464.0
2,4589,2,1,450000.0,1,16,736091,13.5,32,2.0,1.0,1.0,110.0,90.0,2015.0,21,-37.7216,144.871,6,3464.0
2,7023,2,2,515000.0,1,16,736275,13.5,32,2.0,1.0,1.0,141.0,73.0,2013.0,21,-37.7298,144.8883,6,3464.0
2,4852,2,2,530000.0,1,155,736217,13.5,32,2.0,1.0,1.0,120.0,94.0,2012.0,21,-37.7234,144.8792,6,3464.0
2,6708,3,0,895000.0,0,204,736217,13.5,32,3.0,1.0,6.0,1063.0,133.0,1975.0,21,-37.7249,144.8728,6,3464.0
2,2273,3,0,805000.0,1,155,736308,13.5,32,3.0,1.0,1.0,0.0,105.0,1950.0,21,-37.7217,144.8783,6,3464.0
2,706,3,2,752000.0,1,155,736371,13.5,32,3.0,1.0,1.0,265.0,130.0,1993.0,21,-37.7302,144.8855,6,3464.0
2,2821,2,2,440000.0,1,16,736189,13.5,32,2.0,1.0,1.0,192.0,131.0,1998.3333333333333,21,-37.7177,144.8787,6,3464.0
2,5902,5,0,755000.0,0,186,736098,13.5,32,3.0,2.0,2.0,596.0,132.0,2003.6666666666667,21,-37.7248,144.8699,6,3464.0
2,4721,3,1,700000.0,0,28,736252,13.5,32,3.0,2.0,2.0,165.0,133.0,2009.0,21,-37.727,144.887,6,3464.0
2,3804,3,0,830000.0,1,16,736070,13.5,32,3.0,1.0,2.0,971.0,113.0,1960.0,21,-37.7186,144.876,6,3464.0
2,8896,2,2,462500.0,1,16,736161,13.5,32,2.0,1.0,1.0,164.0,108.66666666666667,2003.0,21,-37.7218,144.8863,6,3464.0
2,9294,3,0,670000.0,3,16,736161,13.5,32,3.0,2.0,2.0,657.0,104.33333333333333,1989.0,21,-37.7269,144.8742,6,3464.0
2,3601,2,0,675000.0,1,16,736161,13.5,32,2.0,1.0,1.0,612.0,100.0,1975.0,21,-37.7187,144.8765,6,3464.0
2,2529,3,0,1042000.0,1,155,736161,13.5,32,3.0,2.0,5.0,612.0,174.0,1950.0,21,-37.7173,144.8796,6,3464.0
2,12158,3,0,910000.0,1,139,736224,13.5,32,3.0,1.0,1.0,775.0,241.5,1965.0,21,-37.7231,144.8835,6,3464.0
2,10887,4,0,773000.0,1,28,736224,13.5,32,5.0,3.0,4.0,531.0,309.0,1980.0,21,-37.7263,144.8679,6,3464.0
2,9615,3,0,810000.0,0,16,736406,13.5,32,3.0,3.0,2.0,555.0,192.0,1980.0,21,-37.7285,144.8694,6,3464.0
2,2811,3,0,715000.0,1,204,736406,13.5,32,3.0,2.0,2.0,422.0,126.0,1995.0,21,-37.7164,144.8792,6,3464.0
2,1333,3,0,790000.0,1,155,736406,13.5,32,3.0,1.0,3.0,614.0,113.5,2002.5,21,-37.7194,144.8827,6,3464.0
2,7268,3,1,540000.0,3,155,736133,13.5,32,2.0,2.0,1.0,161.0,101.0,2010.0,21,-37.7231,144.8802,6,3464.0
2,8152,3,1,825000.0,3,16,736287,13.5,32,3.0,2.0,1.0,293.0,102.0,1960.0,21,-37.72,144.8776,6,3464.0
2,1004,3,0,685000.0,1,16,736106,13.5,32,3.0,1.0,1.0,579.0,113.0,1975.0,21,-37.7226,144.8733,6,3464.0
2,1687,3,0,805000.0,1,16,736198,13.5,32,3.0,1.0,1.0,623.0,94.5,1975.0,21,-37.7184,144.882,6,3464.0
2,4413,2,2,510000.0,1,155,736198,13.5,32,2.0,1.0,1.0,141.0,76.0,1975.0,21,-37.7202,144.8797,6,3464.0
2,1323,3,0,612000.0,1,155,736198,13.5,32,3.0,2.0,1.0,212.0,87.66666666666667,1975.0,21,-37.7181,144.8824,6,3464.0
2,1803,3,0,662000.0,1,28,736077,13.5,32,3.0,1.0,2.0,612.0,99.33333333333333,1975.0,21,-37.7169,144.8815,6,3464.0
2,7894,4,0,978000.0,1,155,736231,13.5,32,4.0,3.0,2.0,532.0,111.0,1975.0,21,-37.7263,144.869,6,3464.0
2,7780,3,0,720000.0,0,155,736385,13.5,32,3.0,1.0,1.0,585.0,122.66666666666666,1975.0,21,-37.72,144.878,6,3464.0
2,9732,4,0,765000.0,1,184,736295,13.5,32,4.0,1.0,2.0,509.0,134.33333333333331,1975.0,21,-37.7261,144.8785,6,3464.0
2,12790,4,0,900000.0,1,90,736295,13.5,32,4.0,2.0,3.0,628.0,146.0,1975.0,21,-37.7256,144.8739,6,3464.0
4,1305,2,0,1275000.0,1,260,736210,3.3,164,2.0,1.0,0.0,120.0,82.0,1900.0,26,-37.8459,144.9555,5,3280.0
4,12789,2,0,1455000.0,1,227,736210,3.3,164,2.0,1.0,0.0,159.0,140.0,1895.0,26,-37.845,144.9538,5,3280.0
4,1726,3,0,2850000.0,0,32,736392,3.3,164,3.0,2.0,0.0,211.0,198.0,1890.0,26,-37.8481,144.9499,5,3280.0
4,13261,3,0,1850000.0,1,85,736392,3.3,164,3.0,2.0,0.0,128.0,133.0,1890.0,26,-37.8452,144.9488,5,3280.0
4,8386,2,0,1436000.0,1,192,736392,3.3,164,2.0,1.0,0.0,130.0,81.0,1900.0,26,-37.8431,144.9565,5,3280.0
4,12155,2,0,1110000.0,1,135,736182,3.3,164,1.0,1.0,0.0,147.0,114.0,1900.0,26,-37.8444,144.9484,5,3280.0
4,10484,2,0,1550000.0,1,219,736091,3.3,164,2.0,1.0,1.0,167.0,147.0,1890.0,26,-37.8405,144.9521,5,3280.0
4,1286,4,0,2300000.0,1,135,736091,3.3,164,4.0,2.0,1.0,153.0,180.0,1880.0,26,-37.8447,144.9523,5,3280.0
4,9758,3,1,1550000.0,4,135,736275,3.3,164,3.0,2.0,2.0,718.0,169.5,1938.0,26,-37.8443,144.9598,5,3280.0
4,151,3,0,1800000.0,4,85,736275,3.3,164,3.0,2.0,1.0,132.0,159.0,1996.0,26,-37.8415,144.952,5,3280.0
4,6504,2,0,2120000.0,1,85,736217,3.3,164,2.0,1.0,1.0,199.0,107.0,1900.0,26,-37.8422,144.9554,5,3280.0
4,6750,3,0,1800000.0,4,41,736217,3.3,164,3.0,1.0,1.0,253.0,114.5,1900.0,26,-37.8443,144.9579,5,3280.0
4,5821,3,0,1800000.0,1,135,736217,3.3,164,3.0,2.0,1.0,90.0,122.0,1900.0,26,-37.8421,144.9571,5,3280.0
4,9360,2,0,1810000.0,0,85,736308,3.3,164,2.0,1.0,0.0,240.0,151.5,1890.0,26,-37.8379,144.9539,5,3280.0
4,4149,3,0,2615000.0,1,41,736308,3.3,164,3.0,2.0,1.0,177.0,181.0,1880.0,26,-37.8415,144.9585,5,3280.0
4,5645,5,0,2100000.0,1,85,736308,3.3,164,5.0,2.0,1.0,237.0,149.0,1920.0,26,-37.8436,144.9557,5,3280.0
4,7552,3,0,1300000.0,1,260,736308,3.3,164,3.0,1.0,0.0,129.0,117.0,1960.0,26,-37.8422,144.94899999999996,5,3280.0
4,9755,3,0,1370000.0,1,85,736127,3.3,164,3.0,2.0,2.0,0.0,85.0,2000.0,26,-37.8451,144.9511,5,3280.0
4,11200,2,0,1000000.0,1,41,736280,3.3,164,2.0,1.0,0.0,288.0,89.33333333333333,1963.3333333333333,26,-37.8407,144.9523,5,3280.0
4,11974,3,0,2575000.0,1,85,736252,3.3,164,3.0,2.0,1.0,228.0,93.66666666666667,1926.6666666666667,26,-37.8445,144.9501,5,3280.0
4,11439,2,0,1322500.0,1,85,736252,3.3,164,2.0,1.0,0.0,149.0,98.0,1890.0,26,-37.8443,144.9481,5,3280.0
4,8106,2,0,1562500.0,1,85,736252,3.3,164,2.0,1.0,0.0,141.0,83.0,1890.0,26,-37.8424,144.9562,5,3280.0
4,12811,3,0,2000000.0,4,192,736070,3.3,164,3.0,2.0,1.0,211.0,147.0,1900.0,26,-37.847,144.9575,5,3280.0
4,2203,3,0,1900000.0,1,85,736406,3.3,164,3.0,1.0,0.0,209.0,146.5,1900.0,26,-37.8468,144.9546,5,3280.0
4,13326,3,0,3010000.0,1,85,736406,3.3,164,3.0,2.0,0.0,147.0,146.0,1890.0,26,-37.8473,144.9551,5,3280.0
4,10583,4,0,2800000.0,4,41,736133,3.3,164,4.0,3.0,1.0,327.0,254.0,1910.0,26,-37.8467,144.9475,5,3280.0
4,1121,2,2,647000.0,1,85,736106,3.3,164,2.0,1.0,1.0,0.0,188.5,1905.0,26,-37.846,144.9542,5,3280.0
4,10567,3,0,2100000.0,3,135,736077,3.3,164,2.0,1.0,1.0,120.0,123.0,1900.0,26,-37.8427,144.9546,5,3280.0
4,9727,3,0,2000000.0,0,135,736231,3.3,164,3.0,1.0,1.0,238.0,131.0,1890.0,26,-37.8461,144.9528,5,3280.0
4,2434,1,2,442500.0,1,135,736385,3.3,164,1.0,1.0,0.0,0.0,34.0,1970.0,26,-37.8421,144.9517,5,3280.0
4,1775,4,0,4735000.0,1,135,736385,3.3,164,4.0,2.0,1.0,330.0,207.0,1910.0,26,-37.8477,144.9558,5,3280.0
4,7667,2,0,1340000.0,1,85,736385,3.3,164,2.0,1.0,0.0,136.0,194.6,1904.0,26,-37.846,144.9517,5,3280.0
4,7904,3,0,1801000.0,1,260,736385,3.3,164,3.0,1.0,1.0,202.0,182.2,1898.0,26,-37.8429,144.9493,5,3280.0
4,6636,3,0,1532000.0,1,46,736171,3.3,164,3.0,3.0,1.0,0.0,169.8,1892.0,26,-37.8415,144.9585,5,3280.0
4,5468,3,0,3755000.0,1,85,736171,3.3,164,3.0,2.0,2.0,325.0,157.4,1886.0,26,-37.8413,144.95,5,3280.0
4,6225,4,0,2140000.0,1,85,736142,3.3,164,3.0,2.0,1.0,183.0,145.0,1880.0,26,-37.8434,144.9495,5,3280.0
4,9370,2,0,1750000.0,1,135,736295,3.3,164,2.0,1.0,1.0,162.0,106.5,1885.0,26,-37.8416,144.9488,5,3280.0
4,10807,2,0,980000.0,1,85,736112,3.3,164,2.0,1.0,0.0,79.0,68.0,1890.0,26,-37.8387,144.9519,5,3280.0
4,5595,3,0,2030000.0,1,260,736204,3.3,164,3.0,2.0,0.0,152.0,101.0,1890.0,26,-37.8488,144.9551,5,3280.0
4,3504,3,0,1740000.0,0,135,736204,3.3,164,3.0,2.0,2.0,147.0,134.0,1890.0,26,-37.8448,144.9453,5,3280.0
4,12116,3,0,2800000.0,4,32,736175,3.3,164,3.0,3.0,1.0,0.0,94.0,1895.0,26,-37.8399,144.9577,5,3280.0
4,12946,1,0,985000.0,1,135,736175,3.3,164,1.0,1.0,0.0,81.0,54.0,1900.0,26,-37.8411,144.9497,5,3280.0
6,10968,4,0,2000000.0,1,27,736210,6.4,62,3.0,2.0,4.0,853.0,263.0,1930.0,6,-37.7707,145.0318,2,2211.0
6,10168,3,0,1110000.0,1,106,736210,6.4,62,3.0,2.0,2.0,208.0,243.0,2013.0,32,-37.7854,145.0325,2,2211.0
6,2516,3,0,1492000.0,1,106,736392,6.4,62,3.0,2.0,2.0,411.0,223.0,1969.0,6,-37.7713,145.0279,2,2211.0
6,9400,4,0,1717500.0,1,49,736245,6.4,62,4.0,2.0,1.0,599.0,203.0,1925.0,6,-37.7717,145.031,2,2211.0
6,12737,5,0,2840000.0,1,155,736127,6.4,62,5.0,4.0,4.0,809.0,165.0,1910.0,6,-37.775,145.0268,2,2211.0
6,7022,2,2,525500.0,1,146,736280,6.4,62,2.0,1.0,1.0,88.0,60.0,1960.0,6,-37.7791,145.0306,2,2211.0
6,8745,2,1,805000.0,1,146,736280,6.4,62,2.0,2.0,3.0,155.0,140.0,2004.0,6,-37.7804,145.0308,2,2211.0
6,4776,2,2,465000.0,1,140,736280,6.4,62,2.0,1.0,1.0,0.0,134.4,1997.2,6,-37.7773,145.0314,2,2211.0
6,12704,3,0,2000000.0,0,260,736252,6.4,62,3.0,3.0,2.0,686.0,128.8,1990.4,6,-37.78,145.0341,2,2211.0
6,9391,3,0,1540000.0,1,155,736070,6.4,62,3.0,1.0,2.0,592.0,123.2,1983.6,6,-37.7755,145.0288,2,2211.0
6,7326,2,2,820000.0,1,155,736406,6.4,62,2.0,1.0,1.0,183.0,117.6,1976.8,6,-37.7747,145.0264,2,2211.0
6,943,4,0,1830000.0,1,155,736287,6.4,62,4.0,2.0,2.0,606.0,112.0,1970.0,6,-37.7743,145.0316,2,2211.0
6,8224,4,0,2100000.0,1,155,736287,6.4,62,4.0,2.0,2.0,575.0,271.0,2008.0,6,-37.7723,145.0319,2,2211.0
6,6641,3,0,865000.0,3,260,736106,6.4,62,3.0,1.0,1.0,180.0,131.0,2010.0,6,-37.7802,145.0243,2,2211.0
6,10156,2,2,390000.0,4,155,736106,6.4,62,2.0,1.0,1.0,0.0,60.0,1960.0,6,-37.7773,145.0314,2,2211.0
6,11948,2,1,650000.0,3,27,736231,6.4,62,0.0,1.0,0.0,0.0,60.5,1962.5,32,-37.7848,145.025,2,2211.0
6,340,2,2,512000.0,1,127,736385,6.4,62,2.0,1.0,1.0,0.0,61.0,1965.0,6,-37.7805,145.0262,2,2211.0
6,5491,3,0,1165000.0,1,16,736142,6.4,62,3.0,1.0,2.0,979.0,166.5,1947.5,32,-37.7792,145.029,2,2211.0
6,1544,4,0,1900000.0,3,140,736295,6.4,62,4.0,2.0,2.0,556.0,272.0,1930.0,32,-37.7844,145.0225,2,2211.0
6,10926,3,0,1485000.0,3,140,736204,6.4,62,3.0,0.0,0.0,597.0,241.0,1925.0,6,-37.7781,145.0284,2,2211.0
6,9243,4,0,1950000.0,1,106,736175,6.4,62,4.0,2.0,3.0,589.0,210.0,1920.0,6,-37.7719,145.0309,2,2211.0
7,3119,3,0,520000.0,4,85,736210,13.8,10,3.0,2.0,1.0,352.0,242.0,2015.0,10,-37.87,144.825,6,5301.0
7,10710,5,0,1525000.0,1,85,736301,13.8,10,5.0,3.0,3.0,729.0,268.0,2005.0,10,-37.8721,144.8105,6,5301.0
7,305,2,1,720000.0,1,260,735998,13.8,10,2.0,1.0,2.0,292.0,125.0,2013.0,10,-37.8687,144.8197,6,5301.0
7,8438,3,0,1120000.0,1,15,736392,13.8,10,3.0,1.0,2.0,506.0,120.0,1930.0,10,-37.8693,144.8375,6,5301.0
7,5056,4,0,780000.0,0,222,736119,13.8,10,4.0,1.0,4.0,655.0,170.0,1946.0,10,-37.868,144.8154,6,5301.0
7,6551,4,0,1780000.0,3,85,736119,13.8,10,4.0,3.0,6.0,1057.0,220.0,1962.0,10,-37.8681,144.819,6,5301.0
7,409,3,2,630000.0,1,15,736182,13.8,10,2.0,1.0,2.0,311.0,94.0,1955.0,10,-37.8702,144.8143,6,5301.0
7,10124,2,2,406000.0,3,260,736182,13.8,10,2.0,1.0,1.0,65.0,108.5,1955.0,10,-37.8693,144.8171,6,5301.0
7,3104,3,0,660000.0,4,85,736091,13.8,10,3.0,1.0,1.0,602.0,123.0,1955.0,10,-37.8616,144.8116,6,5301.0
7,1529,3,0,683500.0,1,85,736275,13.8,10,3.0,1.0,1.0,530.0,108.0,1971.5,10,-37.8594,144.817,6,5301.0
7,327,2,2,580000.0,1,15,736245,13.8,10,2.0,1.0,1.0,225.0,93.0,1988.0,10,-37.8696,144.827,6,5301.0
7,3596,3,0,1335000.0,1,260,736245,13.8,10,3.0,1.0,4.0,777.0,22.0,1953.0,10,-37.8697,144.8249,6,5301.0
7,546,3,1,800000.0,3,260,736245,13.8,10,3.0,2.0,2.0,280.0,49.0,1997.0,10,-37.8734,144.8143,6,5301.0
7,7082,2,2,510000.0,1,239,736217,13.8,10,2.0,1.0,1.0,127.0,76.0,1990.0,10,-37.8686,144.8182,6,5301.0
7,6198,4,0,1070000.0,1,15,736217,13.8,10,4.0,2.0,2.0,695.0,66.5,1985.0,10,-37.8733,144.8147,6,5301.0
7,8889,2,2,425000.0,1,260,736217,13.8,10,2.0,1.0,2.0,115.0,57.0,1980.0,10,-37.871,144.8185,6,5301.0
7,818,3,2,605000.0,1,104,736308,13.8,10,3.0,2.0,2.0,230.0,104.5,1975.0,10,-37.8646,144.827,6,5301.0
7,4060,3,1,705000.0,1,260,736371,13.8,10,3.0,2.0,2.0,197.0,152.0,1970.0,10,-37.8579,144.8181,6,5301.0
7,8820,2,2,391000.0,3,85,736371,13.8,10,2.0,1.0,1.0,0.0,65.0,1965.0,10,-37.8678,144.8384,6,5301.0
7,1721,2,2,440000.0,3,260,736371,13.8,10,2.0,1.0,1.0,0.0,97.5,1957.5,10,-37.8659,144.83100000000005,6,5301.0
7,5879,4,0,845000.0,1,260,736371,13.8,10,4.0,1.0,2.0,745.0,130.0,1950.0,10,-37.8658,144.8155,6,5301.0
7,373,3,1,743000.0,3,86,736280,13.8,10,3.0,2.0,2.0,211.0,176.0,1982.0,10,-37.8698,144.816,6,5301.0
7,8903,3,2,730000.0,3,15,736189,13.8,10,3.0,2.0,1.0,69.0,141.0,2014.0,10,-37.868,144.8286,6,5301.0
7,3353,3,0,635000.0,1,222,736098,13.8,10,3.0,1.0,4.0,625.0,119.66666666666667,1960.0,10,-37.8611,144.8114,6,5301.0
7,7077,2,2,620000.0,3,260,736098,13.8,10,2.0,1.0,1.0,168.0,98.33333333333334,1975.0,10,-37.8676,144.8202,6,5301.0
7,7195,2,2,447000.0,1,31,736252,13.8,10,2.0,1.0,1.0,137.0,77.0,1990.0,10,-37.8655,144.8299,6,5301.0
7,785,3,2,730000.0,3,15,736070,13.8,10,3.0,2.0,1.0,70.0,82.0,1970.0,10,-37.868,144.8287,6,5301.0
7,5460,3,0,678000.0,1,260,736070,13.8,10,3.0,1.0,2.0,606.0,87.0,1950.0,10,-37.8608,144.8124,6,5301.0
7,10193,2,2,580000.0,0,23,736161,13.8,10,2.0,2.0,1.0,175.0,76.0,2013.0,10,-37.8687,144.8268,6,5301.0
7,564,3,0,712000.0,1,260,736224,13.8,10,3.0,1.0,2.0,363.0,106.0,1989.0,10,-37.8674,144.8375,6,5301.0
7,6276,3,0,840000.0,3,85,736406,13.8,10,3.0,2.0,2.0,534.0,136.0,1965.0,10,-37.86,144.8245,6,5301.0
7,8443,3,0,980000.0,1,15,736287,13.8,10,3.0,1.0,2.0,724.0,130.25,1975.5,10,-37.8672,144.817,6,5301.0
7,1985,3,1,605100.0,1,260,736106,13.8,10,3.0,2.0,0.0,265.0,124.5,1986.0,10,-37.8583,144.8172,6,5301.0
7,3829,3,0,880000.0,0,15,736198,13.8,10,3.0,3.0,1.0,577.0,118.75,1996.5,10,-37.8699,144.8235,6,5301.0
7,7043,3,2,577000.0,1,251,736077,13.8,10,3.0,2.0,1.0,205.0,113.0,2007.0,10,-37.8684,144.815,6,5301.0
7,10331,4,0,1030000.0,1,15,736385,13.8,10,4.0,1.0,0.0,797.0,109.75,1992.75,10,-37.8663,144.8387,6,5301.0
7,4380,3,2,605000.0,1,15,736385,13.8,10,3.0,1.0,2.0,181.0,106.5,1978.5,10,-37.8659,144.822,6,5301.0
7,5835,3,0,753000.0,1,15,736142,13.8,10,3.0,2.0,2.0,529.0,103.25,1964.25,10,-37.8612,144.8247,6,5301.0
7,1282,2,0,857000.0,3,260,736295,13.8,10,2.0,2.0,1.0,675.0,100.0,1950.0,10,-37.8653,144.8129,6,5301.0
7,9696,3,0,1500000.0,1,15,736112,13.8,10,3.0,1.0,1.0,929.0,51.5,1982.0,10,-37.8651,144.832,6,5301.0
7,10161,3,2,730000.0,3,15,736112,13.8,10,3.0,2.0,1.0,70.0,3.0,2014.0,10,-37.868,144.8285,6,5301.0
7,2956,3,0,900000.0,1,222,736112,13.8,10,3.0,1.0,4.0,697.0,25.0,1999.3333333333333,10,-37.871,144.8075,6,5301.0
7,5401,3,0,740000.0,1,85,736204,13.8,10,3.0,1.0,2.0,604.0,47.0,1984.6666666666667,10,-37.8631,144.8195,6,5301.0
7,6702,4,0,931000.0,1,222,736204,13.8,10,4.0,2.0,3.0,532.0,69.0,1970.0,10,-37.8637,144.8365,6,5301.0
7,4841,2,0,535600.0,3,51,736175,13.8,10,2.0,1.0,1.0,154.0,91.0,1996.0,10,-37.8646,144.8272,6,5301.0
9,9446,5,0,1085000.0,1,71,736210,11.1,17,5.0,3.0,6.0,592.0,251.0,1965.0,10,-37.8388,144.8567,6,5132.0
9,8532,3,0,781000.0,1,104,736210,11.1,17,3.0,1.0,2.0,533.0,117.0,1970.0,10,-37.8291,144.835,6,5132.0
9,5275,3,0,750000.0,3,104,736392,11.1,17,3.0,1.0,3.0,554.0,97.0,1989.5,10,-37.8449,144.85,6,5132.0
9,7258,2,1,421000.0,1,260,736392,11.1,17,2.0,1.0,1.0,77.0,77.0,2009.0,10,-37.8351,144.8529,6,5132.0
