V1_0,V1_1,V1_2,V1_3,V2,V3_0,V3_1,V3_2,V3_3,V3_4,V4_0,V4_1,V4_2,V4_3,V4_4,V4_5,V4_6,V4_7,V4_8,V4_9,V5,V6_0,V6_1,V6_2,V6_3,V6_4,V7_0,V7_1,V7_2,V7_3,V7_4,V8,V9_0,V9_1,V9_2,V9_3,V10_0,V10_1,V10_2,V11,V12_0,V12_1,V12_2,V12_3,V13,V14_0,V14_1,V14_2,V15_0,V15_1,V15_2,V16,V17_0,V17_1,V17_2,V17_3,V18,V19,V20
0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1393,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,4,0,0,0,1,35,0,1,0,0,1,0,2,1,0,0,0,1,0,1
0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2299,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,0,1,39,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1352,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,23,0,1,0,0,0,1,1,0,1,0,0,1,1,1
0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7228,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,39,0,1,0,0,1,0,2,0,0,1,0,1,0,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2073,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,0,2,0,0,1,0,28,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2333,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,29,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0,0,0,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5965,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,1,30,0,1,0,0,1,0,2,1,0,0,0,1,1,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1262,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,1,25,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3378,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,31,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2225,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,57,1,0,0,1,0,0,2,0,0,0,1,1,1,1
0,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,783,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,26,0,0,1,0,1,0,1,0,0,1,0,2,0,1
1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6468,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,0,52,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9566,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,31,0,0,1,0,1,0,2,0,0,0,1,1,0,1
0,0,1,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1961,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,2,0,0,0,1,23,0,1,0,0,1,0,1,1,0,0,0,1,0,1
0,1,0,0,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6229,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,4,0,1,0,0,23,0,1,0,0,0,1,2,0,0,1,0,1,1,1
1,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1391,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,27,1,0,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1537,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,1,0,4,0,0,1,0,50,0,1,0,0,1,0,2,0,0,0,1,1,1,1
1,0,0,0,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1953,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,61,0,1,0,1,0,0,1,1,0,0,0,1,1,1
1,0,0,0,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14421,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,25,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3181,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,4,1,0,0,0,26,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5190,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,4,1,0,0,0,48,0,1,0,0,1,0,4,0,0,0,1,2,1,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2171,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,29,1,0,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1007,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,1,0,22,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1819,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,4,0,1,0,0,37,0,0,1,1,0,0,1,0,0,0,1,1,1,1
0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2394,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,4,0,0,0,1,25,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8133,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,30,1,0,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,730,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,2,1,0,0,0,46,0,1,0,0,0,1,2,0,0,1,0,1,1,1
0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1164,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,4,0,1,0,0,51,1,0,0,1,0,0,2,1,0,0,0,2,1,1
1,0,0,0,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5954,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,41,1,0,0,0,1,0,2,0,0,1,0,1,0,1
0,1,0,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1977,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,40,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1526,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,66,0,1,0,1,0,0,2,1,0,0,0,1,0,1
0,1,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3965,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,3,0,0,0,1,34,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4771,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,4,1,0,0,0,51,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9436,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,2,1,0,0,0,39,0,1,0,0,1,0,1,0,0,1,0,2,0,1
1,0,0,0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3832,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,22,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5943,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,44,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1213,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,3,1,0,0,0,47,0,0,1,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1568,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,4,1,0,0,0,24,0,1,0,0,0,1,1,0,0,1,0,1,0,1
0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1755,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,4,0,0,1,0,58,0,1,0,0,1,0,1,0,0,1,0,1,1,1
0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2315,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,4,0,0,1,0,52,0,1,0,0,1,0,1,0,0,1,0,1,0,1
0,0,0,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1412,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,1,0,29,0,1,0,0,1,0,2,1,0,0,0,1,1,1
1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1295,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,27,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12612,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,0,1,0,0,47,0,1,0,1,0,0,1,0,0,0,1,2,1,1
0,1,0,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2249,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,0,0,0,1,30,0,1,0,0,1,0,1,1,0,0,0,2,1,1
0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1108,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,0,0,1,0,28,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,618,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,56,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1409,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,3,0,0,1,0,54,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,797,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,3,1,0,0,0,33,1,0,0,0,1,0,1,0,0,1,0,2,0,1
0,0,1,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3617,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,4,0,1,0,0,20,0,1,0,0,0,1,2,0,0,0,1,1,0,1
1,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1318,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,54,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15945,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,4,0,1,0,0,58,0,1,0,0,0,1,1,0,0,0,1,1,1,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,1,2,0,0,0,1,61,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2622,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,4,0,0,0,1,34,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2337,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,36,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7057,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,4,1,0,0,0,36,1,0,0,0,0,1,2,1,0,0,0,2,1,1
0,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1469,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,4,0,0,1,0,41,0,1,0,0,0,1,1,0,0,1,0,1,0,1
1,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2323,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,4,0,0,0,1,24,0,1,0,0,0,1,1,0,0,0,1,1,0,1
0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,932,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,1,0,24,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1919,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,0,0,0,1,35,0,1,0,0,0,1,1,0,0,0,1,1,1,1
0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2445,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,0,0,1,26,0,1,0,0,0,1,1,0,0,0,1,1,1,1
1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11938,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,1,39,0,1,0,0,1,0,2,1,0,0,0,2,1,1
0,0,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6458,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,4,0,1,0,0,39,1,0,0,0,1,0,2,1,0,0,0,2,1,1
1,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6078,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,32,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7721,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,30,0,1,0,0,1,0,1,0,0,0,1,1,1,0
1,0,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1410,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,0,35,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1449,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,1,31,1,0,0,0,1,0,2,0,0,0,1,2,0,1
0,0,1,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,392,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,4,1,0,0,0,23,0,1,0,0,0,1,1,0,0,0,1,1,1,1
1,0,0,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6260,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,3,0,0,1,0,28,0,1,0,0,0,1,1,0,0,1,0,1,0,1
